truth,predicted,count
New York Supreme Court,"Texas Court of Appeals, 11th District (Eastland)",0
New York Surrogate's Court,"Texas Court of Appeals, 11th District (Eastland)",0
North Carolina Industrial Commission,"Texas Court of Appeals, 11th District (Eastland)",5
North Dakota Supreme Court,"Texas Court of Appeals, 11th District (Eastland)",0
Ohio Court of Appeals,"Texas Court of Appeals, 11th District (Eastland)",4
Ohio Supreme Court,"Texas Court of Appeals, 11th District (Eastland)",1
Oklahoma Attorney General Reports,"Texas Court of Appeals, 11th District (Eastland)",3
Oregon Supreme Court,"Texas Court of Appeals, 11th District (Eastland)",1
Oregon Tax Court,"Texas Court of Appeals, 11th District (Eastland)",0
South Dakota Supreme Court,"Texas Court of Appeals, 11th District (Eastland)",0
Superior Court of Delaware,"Texas Court of Appeals, 11th District (Eastland)",0
Superior Court of North Carolina,"Texas Court of Appeals, 11th District (Eastland)",1
Superior Court of Pennsylvania,"Texas Court of Appeals, 11th District (Eastland)",10
Superior Court of Rhode Island,"Texas Court of Appeals, 11th District (Eastland)",0
Supreme Court of Alabama,"Texas Court of Appeals, 11th District (Eastland)",4
Supreme Court of Arkansas,"Texas Court of Appeals, 11th District (Eastland)",0
Supreme Court of Colorado,"Texas Court of Appeals, 11th District (Eastland)",0
Supreme Court of Connecticut,"Texas Court of Appeals, 11th District (Eastland)",0
Supreme Court of Delaware,"Texas Court of Appeals, 11th District (Eastland)",1
Supreme Court of Florida,"Texas Court of Appeals, 11th District (Eastland)",3
Supreme Court of Georgia,"Texas Court of Appeals, 11th District (Eastland)",0
Supreme Court of Iowa,"Texas Court of Appeals, 11th District (Eastland)",0
Supreme Court of Kansas,"Texas Court of Appeals, 11th District (Eastland)",0
Supreme Court of Louisiana,"Texas Court of Appeals, 11th District (Eastland)",0
Supreme Court of Minnesota,"Texas Court of Appeals, 11th District (Eastland)",0
Supreme Court of Missouri,"Texas Court of Appeals, 11th District (Eastland)",6
Supreme Court of New Hampshire,"Texas Court of Appeals, 11th District (Eastland)",0
Supreme Court of New Jersey,"Texas Court of Appeals, 11th District (Eastland)",1
Supreme Court of North Carolina,"Texas Court of Appeals, 11th District (Eastland)",1
Supreme Court of Oklahoma,"Texas Court of Appeals, 11th District (Eastland)",0
Supreme Court of Pennsylvania,"Texas Court of Appeals, 11th District (Eastland)",1
Supreme Court of Puerto Rico,"Texas Court of Appeals, 11th District (Eastland)",0
Supreme Court of Rhode Island,"Texas Court of Appeals, 11th District (Eastland)",0
Supreme Court of South Carolina,"Texas Court of Appeals, 11th District (Eastland)",0
Supreme Court of the United States,"Texas Court of Appeals, 11th District (Eastland)",43
Supreme Court of Vermont,"Texas Court of Appeals, 11th District (Eastland)",0
Supreme Court of Virginia,"Texas Court of Appeals, 11th District (Eastland)",0
Tennessee Superior Court for Law and Equity,"Texas Court of Appeals, 11th District (Eastland)",0
Tennessee Supreme Court,"Texas Court of Appeals, 11th District (Eastland)",0
Texas Attorney General Reports,"Texas Court of Appeals, 11th District (Eastland)",0
"Texas Court of Appeals, 10th District (Waco)","Texas Court of Appeals, 11th District (Eastland)",0
"Texas Court of Appeals, 11th District (Eastland)","Texas Court of Appeals, 11th District (Eastland)",0
"Texas Court of Appeals, 12th District (Tyler)","Texas Court of Appeals, 11th District (Eastland)",0
"Texas Court of Appeals, 13th District","Texas Court of Appeals, 11th District (Eastland)",0
"Texas Court of Appeals, 2nd District (Fort Worth)","Texas Court of Appeals, 11th District (Eastland)",1
"Texas Court of Appeals, 3rd District (Austin)","Texas Court of Appeals, 11th District (Eastland)",0
"Texas Court of Appeals, 4th District (San Antonio)","Texas Court of Appeals, 11th District (Eastland)",0
"Texas Court of Appeals, 6th District (Texarkana)","Texas Court of Appeals, 11th District (Eastland)",0
"Texas Court of Appeals, 7th District (Amarillo)","Texas Court of Appeals, 11th District (Eastland)",2
"Texas Court of Appeals, 8th District (El Paso)","Texas Court of Appeals, 11th District (Eastland)",0
"Texas Court of Appeals, 9th District (Beaumont)","Texas Court of Appeals, 11th District (Eastland)",0
Texas Supreme Court,"Texas Court of Appeals, 11th District (Eastland)",0
U.S. Circuit Court for the District of District of Columbia,"Texas Court of Appeals, 11th District (Eastland)",0
U.S. Circuit Court for the District of Massachusetts,"Texas Court of Appeals, 11th District (Eastland)",0
United States Board of Tax Appeals,"Texas Court of Appeals, 11th District (Eastland)",0
United States Court of International Trade,"Texas Court of Appeals, 11th District (Eastland)",0
Utah Supreme Court,"Texas Court of Appeals, 11th District (Eastland)",0
Washington Supreme Court,"Texas Court of Appeals, 11th District (Eastland)",0
Wisconsin Supreme Court,"Texas Court of Appeals, 11th District (Eastland)",2
Alabama Court of Appeals,"Texas Court of Appeals, 12th District (Tyler)",0
Alaska Supreme Court,"Texas Court of Appeals, 12th District (Tyler)",0
Appellate Court of Illinois,"Texas Court of Appeals, 12th District (Tyler)",28
Appellate Division of the Supreme Court of the State of New York,"Texas Court of Appeals, 12th District (Tyler)",0
Arizona Supreme Court,"Texas Court of Appeals, 12th District (Tyler)",0
Arkansas Attorney General Reports,"Texas Court of Appeals, 12th District (Tyler)",0
Board of Veterans' Appeals,"Texas Court of Appeals, 12th District (Tyler)",0
California Court of Appeal,"Texas Court of Appeals, 12th District (Tyler)",1
California Supreme Court,"Texas Court of Appeals, 12th District (Tyler)",1
Colorado Attorney General Reports,"Texas Court of Appeals, 12th District (Tyler)",0
Colorado Court of Appeals,"Texas Court of Appeals, 12th District (Tyler)",0
Commonwealth Court of Pennsylvania,"Texas Court of Appeals, 12th District (Tyler)",0
Connecticut Appellate Court,"Texas Court of Appeals, 12th District (Tyler)",0
Connecticut Superior Court,"Texas Court of Appeals, 12th District (Tyler)",8
Court for the Trial of Impeachments and Correction of Errors,"Texas Court of Appeals, 12th District (Tyler)",3
Court of Appeals for the D.C. Circuit,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Appeals for the Eighth Circuit,"Texas Court of Appeals, 12th District (Tyler)",1
Court of Appeals for the Eleventh Circuit,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Appeals for the Federal Circuit,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Appeals for the Fifth Circuit,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Appeals for the First Circuit,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Appeals for the Fourth Circuit,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Appeals for the Ninth Circuit,"Texas Court of Appeals, 12th District (Tyler)",2
Court of Appeals for the Second Circuit,"Texas Court of Appeals, 12th District (Tyler)",6
Court of Appeals for the Seventh Circuit,"Texas Court of Appeals, 12th District (Tyler)",1
Court of Appeals for the Sixth Circuit,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Appeals for the Tenth Circuit,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Appeals for the Third Circuit,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Appeals of Arkansas,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Appeals of Georgia,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Appeals of Iowa,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Appeals of Kansas,"Texas Court of Appeals, 12th District (Tyler)",2
Court of Appeals of Kentucky (pre-1976),"Texas Court of Appeals, 12th District (Tyler)",1
Court of Appeals of Maryland,"Texas Court of Appeals, 12th District (Tyler)",3
Court of Appeals of Minnesota,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Appeals of Mississippi,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Appeals of North Carolina,"Texas Court of Appeals, 12th District (Tyler)",8
Court of Appeals of Oregon,"Texas Court of Appeals, 12th District (Tyler)",1
Court of Appeals of South Carolina,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Appeals of Texas,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Appeals of Washington,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Appeals of Wisconsin,"Texas Court of Appeals, 12th District (Tyler)",1
Court of Chancery of Delaware,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Civil Appeals of Alabama,"Texas Court of Appeals, 12th District (Tyler)",2
Court of Claims of Illinois,"Texas Court of Appeals, 12th District (Tyler)",3
Court of Criminal Appeals of Alabama,"Texas Court of Appeals, 12th District (Tyler)",8
Court of Criminal Appeals of Oklahoma,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Criminal Appeals of Texas,"Texas Court of Appeals, 12th District (Tyler)",0
Court of Customs and Patent Appeals,"Texas Court of Appeals, 12th District (Tyler)",0
Court of King's Bench,"Texas Court of Appeals, 12th District (Tyler)",0
District Court of Appeal of Florida,"Texas Court of Appeals, 12th District (Tyler)",1
"District Court, C.D. California","Texas Court of Appeals, 12th District (Tyler)",0
"District Court, D. Alaska","Texas Court of Appeals, 12th District (Tyler)",0
"District Court, D. Arizona","Texas Court of Appeals, 12th District (Tyler)",0
"District Court, D. Massachusetts","Texas Court of Appeals, 12th District (Tyler)",0
"District Court, D. New Hampshire","Texas Court of Appeals, 12th District (Tyler)",0
"District Court, D. New Jersey","Texas Court of Appeals, 12th District (Tyler)",0
"District Court, D. South Carolina","Texas Court of Appeals, 12th District (Tyler)",0
"District Court, District of Columbia","Texas Court of Appeals, 12th District (Tyler)",0
"District Court, E.D. California","Texas Court of Appeals, 12th District (Tyler)",0
"District Court, E.D. New York","Texas Court of Appeals, 12th District (Tyler)",0
"District Court, E.D. Pennsylvania","Texas Court of Appeals, 12th District (Tyler)",0
"District Court, M.D. Florida","Texas Court of Appeals, 12th District (Tyler)",0
"District Court, N.D. California","Texas Court of Appeals, 12th District (Tyler)",0
"District Court, N.D. Illinois","Texas Court of Appeals, 12th District (Tyler)",0
"District Court, N.D. Indiana","Texas Court of Appeals, 12th District (Tyler)",0
"District Court, S.D. Florida","Texas Court of Appeals, 12th District (Tyler)",0
"District Court, S.D. Illinois","Texas Court of Appeals, 12th District (Tyler)",0
"District Court, S.D. New York","Texas Court of Appeals, 12th District (Tyler)",0
"District Court, W.D. Michigan","Texas Court of Appeals, 12th District (Tyler)",0
District of Columbia Court of Appeals,"Texas Court of Appeals, 12th District (Tyler)",1
Florida Attorney General Reports,"Texas Court of Appeals, 12th District (Tyler)",0
Florida Fifth District Court of Appeal,"Texas Court of Appeals, 12th District (Tyler)",0
Florida First District Court of Appeal,"Texas Court of Appeals, 12th District (Tyler)",0
Florida Fourth District Court of Appeal,"Texas Court of Appeals, 12th District (Tyler)",0
Florida Second District Court of Appeal,"Texas Court of Appeals, 12th District (Tyler)",2
Florida Third District Court of Appeal,"Texas Court of Appeals, 12th District (Tyler)",0
Hawaii Intermediate Court of Appeals,"Texas Court of Appeals, 12th District (Tyler)",0
Hawaii Supreme Court,"Texas Court of Appeals, 12th District (Tyler)",0
Idaho Court of Appeals,"Texas Court of Appeals, 12th District (Tyler)",0
Idaho Supreme Court,"Texas Court of Appeals, 12th District (Tyler)",1
Illinois Supreme Court,"Texas Court of Appeals, 12th District (Tyler)",5
Indiana Court of Appeals,"Texas Court of Appeals, 12th District (Tyler)",2
Indiana Supreme Court,"Texas Court of Appeals, 12th District (Tyler)",0
Louisiana Attorney General Reports,"Texas Court of Appeals, 12th District (Tyler)",0
Louisiana Court of Appeal,"Texas Court of Appeals, 12th District (Tyler)",0
Massachusetts Appeals Court,"Texas Court of Appeals, 12th District (Tyler)",0
Massachusetts Supreme Judicial Court,"Texas Court of Appeals, 12th District (Tyler)",1
Michigan Supreme Court,"Texas Court of Appeals, 12th District (Tyler)",0
Mississippi Supreme Court,"Texas Court of Appeals, 12th District (Tyler)",3
Missouri Attorney General Reports,"Texas Court of Appeals, 12th District (Tyler)",0
Missouri Court of Appeals,"Texas Court of Appeals, 12th District (Tyler)",3
Montana Supreme Court,"Texas Court of Appeals, 12th District (Tyler)",1
Nebraska Attorney General Reports,"Texas Court of Appeals, 12th District (Tyler)",1
Nebraska Court of Appeals,"Texas Court of Appeals, 12th District (Tyler)",0
Nevada Supreme Court,"Texas Court of Appeals, 12th District (Tyler)",1
New Jersey Court of Chancery,"Texas Court of Appeals, 12th District (Tyler)",0
New Jersey Superior Court Appellate Division,"Texas Court of Appeals, 12th District (Tyler)",0
New Jersey Tax Court,"Texas Court of Appeals, 12th District (Tyler)",0
New Mexico Supreme Court,"Texas Court of Appeals, 12th District (Tyler)",0
New York Attorney General Reports,"Texas Court of Appeals, 12th District (Tyler)",1
New York Court of Appeals,"Texas Court of Appeals, 12th District (Tyler)",4
New York Supreme Court,"Texas Court of Appeals, 12th District (Tyler)",1
New York Surrogate's Court,"Texas Court of Appeals, 12th District (Tyler)",0
North Carolina Industrial Commission,"Texas Court of Appeals, 12th District (Tyler)",2
North Dakota Supreme Court,"Texas Court of Appeals, 12th District (Tyler)",0
Ohio Court of Appeals,"Texas Court of Appeals, 12th District (Tyler)",1
Ohio Supreme Court,"Texas Court of Appeals, 12th District (Tyler)",2
Oklahoma Attorney General Reports,"Texas Court of Appeals, 12th District (Tyler)",6
Oregon Supreme Court,"Texas Court of Appeals, 12th District (Tyler)",1
